AccSpeciesName,Unnamed: 0,OrigValueStr
Adinandra bockiana,144023,1
Adinandra borneensis,144013,1
Adinandra collina,151966,1
Adinandra cordifolia,144014,1
Adinandra dasyantha,151967,1
Adinandra dumosa,41460.61538,1
Adinandra forbesii,151969,1
Adinandra hainanensis,43150.83333,1
Adinandra integerrima,151971,1
Adinandra javanica,144015,1
Adinandra maculosa,151972,1
Adinandra megaphylla,55259.2,0.4
Adinandra millettii,47724.5,1
Adinandra polyneura,151973,1
Adinandra rantepaoensis,144016,1
Adinandra sarosanthera,151980,1
Adinandra subauriculata,144017,1
Adinandra subunguiculata,144018,1
Adinandra verrucosa,76570.5,1
Adonidia merrillii,147075,1
Adonis aestivalis,9162,0
Adonis annua,17022,1
Adonis flammea,17023,0
Adonis vernalis,17024,0
Aechmea,137780,1
Aechmea aquilega,137786,1
Aechmea bracteata,71555,1
Aechmea calyculata,138652,1
Aechmea coelestis,137787,1
Aechmea cylindrata,137788,1
Aechmea fasciata,138653,1
Aechmea lueddemanniana,137789,1
Aechmea magdalenae,137790,1
Aechmea miniata,138654,1
Aechmea nudicaulis,146090,1
Aechmea recurvata,137791,1
Aegialitis annulata,59496,1
Aegiceras,145452,1
Aegiceras corniculatum,45444.09524,1
Aegiceras floridum,152152,1
Aegilops caudata,137104,0
Aegilops columnaris,137105,0
Aegilops comosa,137106,0
Aegilops crassa,137107,0
Aegilops cylindrica,137108,0
Aegilops geniculata,105366,0
Aegilops juvenalis,137110,0
Aegilops kotschyi,69207.5,0
Aegilops longissima,137112,0
Aegilops lorentii,137291,0
Aegilops neglecta,137113,0
Aegilops peregrina,137114,0
Aegilops searsii,137115,0
Aegilops speltoides,137116,0
Aegilops tauschii,137117,0
Aegilops triuncialis,137247.5,0
Aegilops umbellulata,137119,0
Aegilops uniaristata,137292,0
Aegilops vavilovii,137120,0
Aegilops ventricosa,137121,0
Aegiphila,55387.42857,1
Aegiphila cephalophora,69174,1
Aegiphila cordifolia,55780,1
Aegiphila costaricensis,24907,0.166666667
Aegiphila elata,66315,0
Aegiphila falcata,52481.5,0
Aegiphila integrifolia,60478.5,0
Aegiphila lhotzkiana,55327.83333,1
Aegiphila martinicensis,136585,1
Aegiphila panamensis,45105.71429,1
Aegiphila scandens,141331,1
Aegiphila sellowiana,157920,1
Aegiphila smithii,71900,1
Aegiphila trifida,63190,0
Aegiphila verticillata,149891,1
Aegle marmelos,44428.85714,0
Aegopodium alpestre,75593.33333,0.166666667
Aegopodium podagraria,30081.5,0
Aeonium,146210,1
Aeonium canariense var. virgineum,146363,1
Aeonium glutinosum,146368,1
Aeonium haworthii,146369,1
Aeonium hierrense,146370,1
Aeonium leucoblepharum,146371,1
Aeonium lindleyi,146372,1
Aeonium nobile,146211,1
Aeonium percarneum,146373,1
Aeonium sedifolium,146374,1
Aeonium urbicum,146375,1
Aerangis biloba,138121,1
Aerides,138087,1
Aeschynanthus,137981,1
Aeschynanthus albida,136591,1
Aeschynanthus bracteatus,137982,1
Aeschynanthus irigaensis,137983,1
Aeschynanthus longicaulis,137984,1
Aeschynomene amorphoides,149421,0
Aesculus,54422,0
Aesculus assamica,54231,0
Aesculus californica,37782.33333,0
Aesculus carnea,68773.66667,0
Aesculus chinensis,103231.5,0
Aesculus chinensis var. wilsonii,105096.5,0
Aesculus chuniana,53180,0
Aesculus flava,58972,0
Aesculus glabra,64856,0
Aesculus glabra var. arguta,54282,0
Aesculus hippocastanum,45687.10345,0
Aesculus indica,152685,0
Aesculus lantsangensis,66661,0
Aesculus megaphylla,53181,0
Aesculus parviflora,132473.6,0
Aesculus pavia,49050.4,0
Aesculus polyneura,54233,0
Aesculus sylvatica,62398.25,0
Aesculus tsiangii,53182,0
Aesculus turbinata,68354,0
Aesculus wangii,54234,0
Aethionema saxatile,69699.33333,1
Aethionema thomasianum,54330,1
Aethusa cynapium,30083.5,0.5
Aextoxicon punctatum,43905.18182,1
Afraegle paniculata,145085,1
Aframomum,138390,1
Aframomum elliottii,138401,1
Aframomum strobilaceum,138402,1
Afrardisia,157774,1
Afrocarpus falcatus,45221.23077,1
Afrocarpus gracilior,73924.66667,1
Afrocarpus usambarensis,153928,1
Afrostyrax lepidophyllus,62590.5,1
Afzelia quanzensis,69456.4,0
Agalmyla parasitica,135499,1
Aganisia,138088,1
Aganope thyrsiflora,156887,1
Aganosma,135878,0
Aganosma blumei,157679,1
Aganosma schlechteriana,157683,1
Agapetes,135638,1
Agapetes flava,136570,1
Agapetes hosseana,136571,1
Agapetes mannii,136572,1
Agapetes meiniana,141588,1
Agapetes moorei,136573,1
Agapetes serpens,136574,1
Agapetes sikkimensis,136575,1
Agapetes variegata,136576,1
Agarista bracamorensis,145886,1
Agarista duckei,145887,1
Agarista hispidula,70015,1
Agarista oleifolia,140033,1
Agarista organensis,145888,1
Agarista populifolia,143055,1
Agarista pulchella,145889,1
Agarista salicifolia,89462.66667,1
Agarista uleana,145890,1
Agastache foeniculum,113281.25,0.75
Agastache urticifolia,47152.5,0
Agastachys odorata,51353.75,1
Agathis,146930,1
Agathis alba,146931,1
Agathis atropurpurea,146932,1
Agathis australis,87734.24,1
Agathis borneensis,51891.75,1
Agathis dammara,146935,1
Agathis labillardierei,146936,1
Agathis lanceolata,51653,1
Agathis macrophylla,146939,1
Agathis microstachya,146938,1
Agathis ovata,51654,1
Agathis philippinensis,146940,1
Agathis robusta,146939,1
Agathosma betulina,141080,1
Agathosma crenulata,142004,1
Agave,146179,1
Agave americana,52740.25,1
Agave atrovirens,146192,1
Agave attenuata,146182,1
Agave chrysantha,146183,1
Agave deserti,82432.33333,1
Agave filifera,146410,1
Agave fourcroydes,146411,1
Agave geminiflora,146201,1
Agave gerardii,146206,1
Agave ghiesbreghtii,146185,1
Agave havardiana,146186,1
Agave kerchovei,146187,1
Agave lecheguilla,146188,1
Agave macroacantha,146189,1
Agave marmorata,146190,1
Agave missionum,146191,1
Agave mitis,146204,1
Agave ortgiesiana,146415,1
Agave palmeri,146192,1
Agave parryi,146193,1
Agave parryi subsp. neomexicana,146207,1
Agave potatorum,146194,1
Agave potrerana,146195,1
Agave salmiana,146196,1
Agave salmiana var. ferox,146417,1
Agave schottii,146178,1
Agave shawii,146412,1
Agave sisalana,146197,1
Agave stricta,146198,1
Agave tequilana,98485.5,1
Agave torreyi,146416,1
Agave toumeyana,146199,1
Agave utahensis,146200,1
Agave vivipara,146202,1
Agave weberi,146414,1
Agelaea,135608,1
Agelaea borneensis,135609,1
Agelaea macrophylla,135610,1
Agelaea trinervis,103774,1
Agelanthus dodoneifolius,136657,1
Ageratina adenophora,84956,1
Ageratina altissima,74252,0
Ageratina dendroides,44610.14286,1
Ageratina riparia,106548.5,1
Ageratina tristis,63910,1
Ageratum,137571,1
Ageratum conyzoides,71045,1
Aglaia,75867,1
Aglaia argentea,86480.5,1
Aglaia basiphylla,150699,1
Aglaia dubia,150694,1
Aglaia elliptica,150613,1
Aglaia glabrata,104352.5,1
Aglaia lawii,150702,1
Aglaia macrocarpa,150703,1
Aglaia odoratissima,136975.5,1
Aglaia perviridis,68765.75,1
Aglaia rimosa,89714,1
Aglaia rohitika,48604.25,1
Aglaia rufinervis,55798,1
Aglaia sapindina,150616,1
Aglaia silvestris,150701,1
Aglaia tomentosa,150617,1
Aglaia tomentosa subsp. cordata,75825.5,1
Aglaomorpha heraclea,136761,1
Aglaonema,137476,1
Aglaonema simplex,137497,1
Agonandra,110368,1
Agonandra brasiliensis,90963,1
Agonandra peruviana,155719,1
Agonandra silvatica,90964,1
Agonis,143899,1
Agonis flexuosa,49535.57143,1
Agoseris glauca,115752.6667,0
Agrimonia eupatoria,30084.5,0
Agrimonia pilosa,47996.5,0.25
Agrimonia procera,17031,0
Agriophyllum squarrosum,74936,0
Agropyron cristatum,52521.35,0.05
Agropyron desertorum,70069,0
Agropyron michnoi,48832.5,0.25
Agrostemma githago,30086,0.5
Agrostis,137057,1
Agrostis agrostiflora,17033,0
Agrostis alpina,17034,0
Agrostis canina,40039.2,0.2
Agrostis capillaris,45178.57143,0.285714286
Agrostis castellana,17037,1
Agrostis gigantea,30310,0.333333333
Agrostis rupestris,17039,0
Agrostis scabra,52304.5,0.5
Agrostis schleicheri,17040,0
Agrostis stolonifera,40078,0.4
Agrostis vinealis,106152.7368,0.105263158
Agrostophyllum stipulatum subsp. bicuspidatum,138157,1
Ahernia glandulosa,142083,1
Aichryson bollei,146316,1
Aichryson divaricatum,146317,1
Aichryson laxum,146352,1
Aichryson palmense,146318,1
Aichryson parlatorei,146319,1
Aichryson punctatum,146320,1
Aichryson villosum,146321,1
Aidia acuminata,65109,1
Aidia canthioides,43055,1
Aidia cochinchinensis,63702,0.7
Aidia densiflora,55803,1
Aidia micrantha,62636,1
Aidia micrantha var. congolana,65110.5,1
Ailanthus,54289,0
Ailanthus altissima,75487.61111,0
Ailanthus excelsa,152941,0
Ailanthus fordii,71941.2,1
Ailanthus integrifolia,77021.5,1
Ailanthus triphysa,70764.5,1
Aiouea,143800,1
Aiouea costaricensis,155193,1
Aiouea grandifolia,90266,1
Aiouea guianensis,155194,1
Aiouea impressa,149912,1
Aiouea saligna,90775,1
Aiphanes,157142,1
Aiphanes horrida,157326,1
Aiphanes ulei,157164,1
Ajania achilleoides,66180,0
Ajania achilloides,48936.5,0.25
Ajania fruticulosa,98880.33333,0
Ajania tibetica,87235.33333,0.666666667
Ajuga,138016,0
Ajuga chamaepitys,17046,0
Ajuga genevensis,17047,0
Ajuga pyramidalis,17048,0
Ajuga reptans,80467,1
Akania bidwillii,69481.16667,1
Akebia quinata,99376.6,0
Akebia trifoliata,63551.41667,0.083333333
Akebia trifoliata subsp. australis,53400,0
Alafia barteri,93362.25,1
Alafia microstylis,104227.5,1
Alafia orientalis,136548,1
Alangium,143480,1
Alangium chinense,80537.92857,0.071428571
Alangium javanicum,101869.5,1
Alangium platanifolium,69068.66667,0
Alangium premnifolium,154951,0
Alangium ridleyi,147924,1
Alangium rotundifolium,143481,1
Alangium villosum,58185.125,1
Alangium villosum subsp. polyosmoides,34251.5,1
Alania,137735,1
Alberta magna,34176,1
Albizia,147186,0
Albizia adianthifolia,49723.90909,0.909090909
Albizia adinocephala,70046.14286,0.857142857
Albizia amara,76455,0
Albizia anthelmintica,62463.5,0
Albizia antunesiana,70590.2,0
Albizia arenicola,149034,0
Albizia arunachalensis,155058,0
Albizia berteroana,74790.75,1
Albizia brevifolia,149035,0
Albizia chinensis,33848,0.125
Albizia coriaria,78559.14286,0
Albizia ferruginea,55008,1
Albizia guachapele,68180.8,0
Albizia gummifera,63593.71429,1
Albizia julibrissin,54716.16667,0
Albizia julibrissin var. mollis,155102,0
Albizia kalkora,71349.93443,0.032786885
Albizia lebbeck,155078,0
Albizia lucidor,149574,1
Albizia malacophylla,71098.75,0
Albizia niopoides,68609,0
Albizia obbiadensis,145228,0
Albizia odoratissima,77532.66667,0
Albizia pedicellaris,77460,1
Albizia polycephala,155060,0
Albizia procera,41189.71429,0.142857143
Albizia saman,73537.2,0.866666667
Albizia schimperiana,86386,0.5
Albizia tomentosa,61627.5,0
Albizia versicolor,76456,0
Albizia zimmermannii,62505,1
Albizia zygia,78492.66667,0.333333333
Albizzia,143644,1
Albuca,72283.5,0.5
Alchemilla,138433,0
Alchemilla connivens,138844,0
Alchemilla coriacea,138845,0
Alchemilla crinita,138846,0
Alchemilla cymatophylla,138847,0
Alchemilla decumbens,138848,0
Alchemilla effusa,138849,0
Alchemilla elisabethae,138286,0
Alchemilla erythropoda,69797,0
Alchemilla fissa,97132.5,0.5
Alchemilla flabellata,138850,1
Alchemilla fluminea,1308,0
Alchemilla incisa,138851,1
Alchemilla lineata,138852,0
Alchemilla pallens,138853,1
Alchemilla pinnata,55832,1
Alchemilla sericata,69805.5,0
Alchemilla sericea,130970.5,0
Alchemilla sericoneura,138855,0
Alchemilla valdehirsuta,138289,0
Alchornea,76582,1
Alchornea aquifolia,69734.25,1
Alchornea castanaefolium,4526,1
Alchornea castaneifolia,89288.66667,1
Alchornea cordifolia,91255.33333,1
Alchornea costaricensis,41209.71429,0.785714286
Alchornea davidii,158238,0
Alchornea discolor,148762,0
Alchornea floribunda,143599,1
Alchornea glandulosa,96726.33333,1
Alchornea latifolia,55660.81818,0.863636364
Alchornea laxiflora,84407.25,1
Alchornea rugosa,44469.8,0.8
Alchornea scandens,71094.78947,1
Alchornea trewioides,78349.42857,0.214285714
Alchornea triplinervia,41892.35714,0.571428571
Alchorneopsis floribunda,85218.57143,1
Aldina heterophylla,27532.25,1
Aldina kunhardtiana,90191,1
Aldrovanda vesiculosa,17050,0
Alectryon coriaceus,70721,1
Alectryon excelsus,91862.77778,1
Alectryon oleifolius,60402.27273,1
Alectryon subcinereum,59345.28571,1
Alectryon subdentatum,56935.6,1
Alepis flavida,55847,1
Aleurites,101927.5,1
Aleurites moluccana,107853.0417,1
Aleurites moluccanus,72742.25,1
Aleurites montana,148757,1
Aleurites roluccens,148783,1
Alexa grandiflora,76801,1
Alexa imperatricis,64047,1
Alfaroa,155183,1
Alhagi maurorum,84141.5,0
Alhagi pseudalhagi,69844.57143,0
Alhagi sparsifolia,78110.66667,0.666666667
Alibertia,152364,1
Alibertia dwyeri,60274.5,1
Alibertia edulis,53250.83333,1
Alisma gramineum,17051,0
Alisma lanceolatum,17052,0
Allagoptera,157143,1
Allagoptera arenaria,146983,1
Allamanda blanchetii,84482.5,1
Allamanda cathartica,66125.5,1
Allamanda puberula,157552,1
Allanblackia floribunda,147786,1
Allanblackia stuhlmannii,64753,1
Allantoma,155350,1
Allantoma decandra,103413.5,1
Allantoma integrifolia,78143.5,1
Allantoma lineata,150145,1
Allantoma pluriflora,150243,1
Allantospermum,149830,1
Allantospermum borneense,38121.25,1
Allenrolfea occidentalis,71113,1
Allenrolfea patagonica,108780,1
Alliaria petiolata,9182,0.5
Allium,138545,0
Allium ampeloprasum,23907,0.5
Allium angulosum,10809.5,0
Allium artemisietorum,138529,0
Allium caeruleum,138530,0
Allium carinatum,17056,1
Allium cepa,61748.66667,0
Allium condensatum,48784.5,0.25
Allium cyathophorum,138531,0
Allium desertorum,138532,0
Allium dictyoprasum,138533,0
Allium fistulosum,61750,0.333333333
Allium fructatum,138543,0
Allium gomphrenoides,138542,0
Allium heldreichii,138534,0
Allium kochii,77802,0.5
Allium leucocephalum,48956.5,0.25
Allium lusitanicum,17069,0
Allium macrostemon,138535,0
Allium neapolitanum,138536,0
Allium obliquum,30753,0
Allium plummerae,138537,0
Allium polyrhizum,48912.5,0.25
Allium ramosum,50560.07692,0.230769231
Allium roseum,17058,1
Allium rothii,138538,0
Allium rotundum,17065,1
Allium rubellum,1311,0
Allium schoenoprasum,45952,0
Allium schubertii,125519,0
Allium senescens,47926.5,0.25
Allium sphaerocephalon,17070,1
Allium strictum,17061,0
Allium suaveolens,17071,0
Allium tenuissimum,54193.2,0.2
Allium tuberosum,138540,0
Allium vavilovii,138541,0
Allium victorialis,17073,0
Allium vineale,9333.5,0.5
Allocasuarina,33737.94118,1
Allocasuarina acutivalvis,144068,1
Allocasuarina brachystachya,141643,1
Allocasuarina campestris,97792.5,1
Allocasuarina corniculata,154365,1
Allocasuarina crassa,154366,1
Allocasuarina decaisneana,105176.6667,1
Allocasuarina decussata,154368,1
Allocasuarina defungens,141644,1
Allocasuarina dielsiana,154369,1
Allocasuarina diminuta,145022,1
Allocasuarina distyla,60555.57143,1
Allocasuarina duncanii,145024,1
Allocasuarina emuina,154370,1
Allocasuarina eriochlamys,141645,1
Allocasuarina fraseriana,154371,1
Allocasuarina glareicola,141646,1
Allocasuarina globosa,141647,1
Allocasuarina grampiana,141648,1
Allocasuarina gymnanthera,145025,1
Allocasuarina helmsii,141649,1
Allocasuarina huegeliana,154372,1
Allocasuarina humilis,79096.8,1
Allocasuarina inophloia,154373,1
Allocasuarina littoralis,82587.83333,0.916666667
Allocasuarina luehmannii,154375,1
Allocasuarina mackliniana,141651,1
Allocasuarina media,141652,1
Allocasuarina misera,141653,1
Allocasuarina monilifera,150053.5,1
Allocasuarina muelleriana,141655,1
Allocasuarina nana,141656,1
Allocasuarina ophiolitica,141657,1
Allocasuarina paludosa,141658,1
Allocasuarina paradoxa,141659,1
Allocasuarina pinaster,141660,1
Allocasuarina pusilla,32973.75,1
Allocasuarina ramosissima,141662,1
Allocasuarina rigida,141663,1
Allocasuarina robusta,141664,1
Allocasuarina rupicola,141665,1
Allocasuarina simulans,141666,1
Allocasuarina striata,145026,1
Allocasuarina tessellata,141667,1
Allocasuarina thalassoscopica,141668,1
Allocasuarina thuyoides,141669,1
Allocasuarina torulosa,72259.92308,0.923076923
Allocasuarina verticillata,77798.75,1
Allocasuarina zephyrea,141670,1
Allophylus amazonicus,60389.5,1
Allophylus camptostachys,37462.25,1
Allophylus cobbe,98369.06667,1
Allophylus cominia,63340.66667,1
Allophylus compostachis,2599,1
Allophylus crassinervis,55862,1
Allophylus decipiens,154706,1
Allophylus divaricatus,60392.5,1
Allophylus edulis,62805,1
Allophylus ferrugineus,62435.5,1
Allophylus jamaicensis,61484,1
Allophylus melliodorus,62524,1
Allophylus pervillei,62351.5,1
Allophylus pilosus,60395.5,1
Allophylus psilospermus,54870.71429,1
Allophylus racemosus,98564,0
Allophylus zeylanicus,44586.375,1
Allosyncarpia ternata,80046.5,1
Alloteropsis semialata,87185.72028,0
Alloxylon brachycarpum,153977,1
Alluaudia ascendens,146398,0
Alluaudia procera,146274,0
Alniphyllum fortunei,100362.8,0
Alnus,37972,0
Alnus alnobetula,33702.76923,0
Alnus alnobetula subsp. crispa,51423.57143,0
Alnus alnobetula subsp. fruticosa,52776,0
Alnus alnobetula subsp. sinuata,84241.66667,0
Alnus alnobetula subsp. suaveolens,53317,0
Alnus cordata,94688.5,0
Alnus cremastogyne,84262,0
Alnus ferdinandi-coburgii,53597,0
Alnus formosana,119086.5652,0.043478261
Alnus glutinosa,35434.33333,0
Alnus gymnothyrsus,157387,0
Alnus hirsuta,72220.02632,0
Alnus incana,82333.11828,0
Alnus incana ssp. rugosa,57,0
Alnus incana ssp. tenuifolia,58,0
Alnus incana subsp. kolaensis,54239,0
Alnus incana subsp. rugosa,38261.42105,0
Alnus incana subsp. tenuifolia,84642.33333,0
Alnus inokumai,147261,0
Alnus japonica,37551.45455,0
Alnus jorullensis,147216,0
Alnus lanata,53598,0
Alnus mandshurica,107395.7333,0
Alnus maritima,79527.6,0
Alnus matsumurae,55878,0
Alnus maximowiczii,40396.6,0
Alnus nepalensis,93243.66667,0
Alnus nitida,147219,0
Alnus oblongifolia,60332.5,0
Alnus orientalis,143326,0
Alnus pendula,70606.66667,0
Alnus rhombifolia,41543.46667,0
Alnus rubra,56864.16279,0
Alnus serrulata,71287.14286,0
Alnus sieboldiana,70348.66667,0
Alnus trabeculosa,100203.5,0
Alnus viridis ssp. sinuata,68,0
Alnus viridis subsp. viridis,53316,0
Alnus x pubescens,157378,0
Alocacea,138428,1
Alocasia,137477,1
Alocasia brisbanensis,137498,1
Alocasia longiloba,137499,1
Alocasia macrorrhiza,74398.5,0.75
Alocasia macrorrhizos,137526,1
Alocasia odora,137500,1
Aloe,146236,1
Aloe aageodonta,146144,1
Aloe affinis,146145,1
Aloe africana,146243,1
Aloe angelica,146275,1
Aloe antandroi,146146,1
Aloe arenicola,146147,1
Aloe asperifolia,146148,1
Aloe branddraaiensis,146149,1
Aloe broomii,146244,1
Aloe buettneri,146150,1
Aloe capitata,146276,1
Aloe castanea,146038,1
Aloe castellorum,146151,1
Aloe chrysostachys,146212,1
Aloe citrina,146152,1
Aloe claviflora,146153,1
Aloe comosa,146039,1
Aloe conifera,146213,1
Aloe deltoideodonta,146214,1
Aloe deserti,146245,1
Aloe dewetii,146154,1
Aloe dichotoma,146280,1
Aloe dinteri,146155,1
Aloe divaricata,146040,1
Aloe dyeri,146215,1
Aloe ecklonis,146216,1
Aloe falcata,146217,1
Aloe ferox,146279,1
Aloe fosteri,146156,1
Aloe gariepensis,146218,1
Aloe gerstneri,146219,1
Aloe grandidentata,146220,1
Aloe greatheadii var. davyana,146176,1
Aloe greenii,146157,1
Aloe hexapetala,146048,1
Aloe imalotensis,146221,1
Aloe laeta,146222,1
Aloe lateritia,146158,1
Aloe lineata,146034,1
Aloe littoralis,76461,1
Aloe macroclada,146159,1
Aloe maculata,144572.5,1
Aloe micracantha,146223,1
Aloe microstigma,146161,1
Aloe minima,146162,1
Aloe modesta,146163,1
Aloe mudenensis,146035,1
Aloe namibensis,146164,1
Aloe ngongensis,146036,1
Aloe pearsonii,146277,1
Aloe peglerae,146165,1
Aloe perfoliata,146037,1
Aloe petricola,146166,1
Aloe pillansii,146281,1
